name;provider;release_date;genres;price;platform;size;is_plus_exclusive
Move Street Cricket;Sony Interactive Entertainment Europe;;Deportes;9,99 €;PS3;"
                2.75 GB
              ";
Ms. Germinator;CREAT STUDIO INC;;Casual;7,99 €;PS3;;
Ms. Germinator Bundle;CREAT STUDIO INC;;Puzzle;9,99 €;PS3;;
MUD - FIM Motocross World Championship™;MILESTONE SRL;;Carreras;9,99 €;PS3;"
                1.66 GB
              ";
Mugen Souls;NIS America;;Juegos de rol;9,99 €;PS3;"
                5.45 GB
              ";
Mugen Souls Z Full Game;NIS America;;Juegos de rol;19,99 €;PS3;"
                8.49 GB
              ";
Murdered: Soul Suspect;Square Enix LTD;;;;PS3;;
Murdered: Soul Suspect;Square Enix LTD;;Acción;14,99 €;PS3;"
                9.94 GB
              ";
Mushroom Wars™;CREAT STUDIO INC;;Estrategia;9,99 €;PS3;;
MXGP - The Official Motocross Videogame;MILESTONE SRL;;Carreras;4,99 €;PS3;"
                3.89 GB
              ";
MXGP - The Official Motocross Videogame COMPACT;MILESTONE SRL;;Carreras;6,99 €;PS3;"
                3.62 GB
              ";
MX vs ATV: Alive;THQ (UK) LTD;;;29,99 €;PS3;"
                4.46 GB
              ";
MX vs. ATV: Supercross;THQ NORDIC GMBH;;Deportes;29,99 €;PS3;"
                2.19 GB
              ";
NAMCO Fighter Collection;BANDAI NAMCO ENTERTAINMENT EUROPE;;Lucha;29,99 €;PS3;"
                23.92 GB
              ";
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution;BANDAI NAMCO ENTERTAINMENT EUROPE;;;29,99 €;PS3;"
                7.44 GB
              ";
Naughty Bear Panic in Paradise;505 GAMES S.R.L.;;;14,99 €;PS3;;
NBA 2K14;2K;;Deportes;19,99 €;PS3;"
                8.66 GB
              ";
NBA 2K15;2K;;Deportes;34,99 €;PS3;"
                8.66 GB
              ";
NBA 2K16;2K;;Deportes;49,99 €;PS3;"
                9.75 GB
              ";
NBA 2K17;2K;;Deportes;49,99 €;PS3;"
                9.51 GB
              ";
NBA 2K18;2K;;Deportes;49,99 €;PS3;"
                8.07 GB
              ";
NBA JAM: On Fire Edition;EA Swiss Sarl;;Deportes;3,99 €;PS3;;
Need for Speed™ Hot Pursuit;EA Swiss Sarl;;Carreras;19,99 €;PS3;"
                4.54 GB
              ";
Need for Speed™ Most Wanted;EA Swiss Sarl;;Carreras;14,99 €;PS3;"
                4.35 GB
              ";
Need for Speed™ Rivals;EA Swiss Sarl;;Carreras;19,99 €;PS3;"
                6.79 GB
              ";
Need for Speed™ Rivals: Edición Completa;EA Swiss Sarl;;Carreras;39,99 €;PS3;"
                6.79 GB
              ";
Never Alone (Kisima Ingitchuna);"
Juego PSN
Lanzado 22 Dic 2015












                  7 Calificaciones
                

";;Aventura;14,99 €;PS3;"
                1.09 GB
              ";
NFS Hot Pursuit Super Bundle;EA Swiss Sarl;;Carreras;59,99 €;PS3;"
                4.54 GB
              ";
NiGHTS into dreams…;SEGA EUROPE LTD;;;;PS3;;
NiGHTS into dreams…;SEGA EUROPE LTD;;Acción;7,99 €;PS3;"
                1.98 GB
              ";
NINJA GAIDEN 3: Razor's Edge;Koei Tecmo Europe Ltd;;Acción;29,99 €;PS3;"
                3.35 GB
              ";
NINJA GAIDEN® SIGMA 2;Koei Tecmo Europe Ltd;;Acción;19,99 €;PS3;"
                3.39 GB
              ";
Ni no Kuni: La ira de la Bruja Blanca;BANDAI NAMCO ENTERTAINMENT EUROPE;;Juegos de rol;19,99 €;PS3;"
                21.74 GB
              ";
NOBUNAGA'S AMBITION: Sphere of Influence;Koei Tecmo Europe Ltd;;Estrategia;49,99 €;PS3;"
                6.27 GB
              ";
Novastrike;Tiki;;Shooter;7,99 €;PS3;;
Nucleus™;Sony Interactive Entertainment Europe;;Shooter;3,99 €;PS3;;
Numblast™;Sony Interactive Entertainment Europe;;Puzzle;2,99 €;PS3;;
Oddworld: Munch's Oddysee HD - FULL GAME;Oddworld Inhabitants. Inc;;Aventura;8,99 €;PS3;"
                1.21 GB
              ";
Oddworld: Stranger Boxx;Oddworld Inhabitants. Inc;;Aventura;17,99 €;PS3, PS Vita;"
                3.09 GB
              ";
Oddworld: Stranger's Wrath HD - PS3;Oddworld Inhabitants. Inc;;Shooter;12,99 €;PS3;"
                1.63 GB
              ";
Oddworld: The Oddboxx;Oddworld Inhabitants. Inc;;Aventura;19,99 €;PS3;"
                4.02 GB
              ";
Of Orcs and Men™;FOCUS HOME INTERACTIVE;;Juegos de rol;2,99 €;PS3;"
                2.63 GB
              ";
Okami HD;CE EUROPE LIMITED;;Único;13,99 €;PS3;"
                6.19 GB
              ";
OlliOlli;Roll7;;Acción;;PS3;;
One Piece Pirate Warriors 3;BANDAI NAMCO ENTERTAINMENT EUROPE;;Acción;19,99 €;PS3;"
                14.04 GB
              ";
One Piece Pirate Warriors 3 - Gold Edition;BANDAI NAMCO ENTERTAINMENT EUROPE;;Acción;29,99 €;PS3;"
                14.04 GB
              ";
Orc Attack: Flatulent Rebellion FULL version upgrade;CASUAL BROTHERS LIMITED;;;4,99 €;PS3;"
                1.47 GB
              ";
Order Up!!;FUNBOX MEDIA LIMITED;;;5,99 €;PS3;"
                1 GB
              ";
Outland;UBISOFT ENTERTAINMENT SA;;;9,99 €;PS3;"
                1.17 GB
              ";
Outland™ Full Game Unlock;Ubisoft Entertainment;"











                  15 Calificaciones
                
";Acción;;PS3;;
Pack completo de BioShock 2;2K;;Shooter;29,99 €;PS3;"
                14.66 GB
              ";
Pack de hackeo de Bentley™;Sony Interactive Entertainment Europe;;Arcade;1,99 €;PS3;"
                2.86 GB
              ";
Pack de juego completo de WipEout®;Sony Interactive Entertainment Europe;;Acción;12,99 €;PS3;"
                1.74 GB
              ";
Pack doble de Wonderbook™;Sony Interactive Entertainment Europe;;Aventura;9,99 €;PS3;"
                11.15 GB
              ";
Pack Resident Evil™ 4 y Resident Evil™ Code Veronica X;CE EUROPE LIMITED;;;19,99 €;PS3;"
                7.84 GB
              ";
PAC-MAN™ Championship Edition DX＋;BANDAI NAMCO ENTERTAINMENT EUROPE;;;9,99 €;PS3;;
PAC-MAN Championship Edition DX+ All You Can Eat Edition;BANDAI NAMCO ENTERTAINMENT EUROPE;;Acción;12,99 €;PS3;;
PAC-MAN MUSEUM™;BANDAI NAMCO ENTERTAINMENT EUROPE;;;19,99 €;PS3;;
PAC-MAN y las Aventuras Fantasmales;BANDAI NAMCO ENTERTAINMENT EUROPE;;Acción;9,99 €;PS3;"
                3.8 GB
              ";
PAC-MAN y las Aventuras Fantasmales 2;BANDAI NAMCO ENTERTAINMENT EUROPE;;Acción;29,99 €;PS3;"
                4.14 GB
              ";
PAIN;Sony Interactive Entertainment Europe;;Grupo;7,99 €;PS3;"
                1.67 GB
              ";
Papo & Yo Banda sonora original;Minority Media Inc.;;;4,49 €;PS3;;
Papo & Yo Juego Completo;Minority Media Inc.;;;7,99 €;PS3;;
Paquete Call of Duty®: Ghosts y pase de temporada;Activision Blizzard Int'l BV;;Shooter;79,99 €;PS3;"
                11.27 GB
              ";
Paquete conjunto de The House of the Dead;SEGA EUROPE LTD;;Shooter;24,99 €;PS3;"
                12.64 GB
              ";
Paquete de Juego Duels of the Planeswalkers 2011 Oro;Wizards of the Coast LLC;;Grupo;19,99 €;PS3;;
Paquete de Magic 2012 Oro;Wizards of the Coast LLC;;Estrategia;19,99 €;PS3;;
Paquete de Monkey Island™ Edición Especial;LUCASARTS;;Puzzle;9,99 €;PS3;"
                1.56 GB
              ";
Paquete digital de Castlevania: Lords of Shadow 2;Konami;;Acción;14,99 €;PS3;"
                3.99 GB
              ";
Paranormal Pursuit: The Gifted One Collector's Edition;ALAWAR ENTERTAINMENT INC;;Casual;14,99 €;PS3;"
                1.47 GB
              ";
PAYDAY™ 2;505 GAMES S.R.L.;;Shooter;39,99 €;PS3;"
                3.93 GB
              ";
PAYDAY™ The Heist;SONY ONLINE ENTERTAINMENT LLC;;;12,99 €;PS3;"
                2.38 GB
              ";
Penny Arcade Adventures: Episode 1 and 2 Bundle;HOTHEAD GAMES INC.;;Juegos de rol;14,99 €;PS3;;
Persona®4 Arena™ Ultimax;SEGA EUROPE LTD;;Lucha;49,99 €;PS3;"
                11.31 GB
              ";
Persona 5;Deep Silver;;Juegos de rol;49,99 €;PS3;"
                16.58 GB
              ";
Persona 5: Ultimate Edition;Deep Silver;;Juegos de rol;89,99 €;PS3;"
                19.3 GB
              ";
Phineas y Ferb A través De La 2ª Dimensión;Disney Interactive;;;9,99 €;PS3;"
                1.86 GB
              ";
Pid;"
Juego PSN
Lanzado 7 Nov 2012












                  14 Calificaciones
                

";;Aventura;9,99 €;PS3;;
Pinball Arcade;Farsight Technologies;;;9,99 €;PS3;;
Pinball Arcade: Actualización de Season Cinco Pro;Farsight Technologies;;Simulador;9,99 €;PS3;;
Pinball Arcade: Actualización de Season Tres Pro;Farsight Technologies;;Simulador;9,99 €;PS3;;
Pinball Arcade: Pack para la Temporada Tres;Farsight Technologies;;Arcade;29,99 €;PS3;;
Pinball Arcade: Pase de la temporada Cuatro;Farsight Technologies;;Simulador;29,99 €;PS3;;
Pinball Arcade: Pase profesional de la temporada 5;Farsight Technologies;;Simulador;39,99 €;PS3;;
Pinball Arcade: Season Tres Pro;Farsight Technologies;;Arcade;39,99 €;PS3;;
Pinballistik Aliens y Cowboys;CREAT STUDIO INC;;Simulador;2,99 €;PS3;;
Pinballistik Alien Tycoon Bundle;CREAT STUDIO INC;;Simulador;4,99 €;PS3;;
Pinballistik Bundle;CREAT STUDIO INC;;;4,99 €;PS3;;
Pinballistik Cowboys y Casinos;CREAT STUDIO INC;;Casual;2,99 €;PS3;;
PixelJunk™ 4am;Sony Interactive Entertainment Europe;;;7,99 €;PS3;;
PixelJunk™ Eden;Sony Interactive Entertainment Europe;;Puzzle;7,99 €;PS3;;
PixelJunk™ Monsters;Sony Interactive Entertainment Europe;;Estrategia;4,99 €;PS3;;
PixelJunk™ Racers: 2nd Lap;Sony Interactive Entertainment Europe;;Carreras;4,99 €;PS3;;
PixelJunk™ Shooter 2;Sony Interactive Entertainment Europe;;Shooter;7,99 €;PS3;;
PixelJunk™ SideScroller;Sony Interactive Entertainment Europe;;Shooter;7,99 €;PS3;;
Planet Minigolf™;ZEN STUDIOS LTD;;Deportes;7,99 €;PS3;;
Planets Under Attack;TARGEM GAMES;;Estrategia;7,99 €;PS3;;
Plants vs. Zombies™ Garden Warfare;EA Swiss Sarl;;Acción;29,99 €;PS3;"
                2.9 GB
              ";
PlayStation® All-Stars Battle Royale;Sony Interactive Entertainment Europe;;Lucha;14,99 €;PS3;"
                7.43 GB
              ";
Poker Night 2;Telltale Games;;Familia;4,99 €;PS3;;
Polar Panic;Valcon Games;;Casual;4,99 €;PS3;;
Pool Nation;Cherry Pop Games Limited;;Estrategia;6,19 €;PS3;"
                1.35 GB
              ";
Port Royale 3;"
Juego PSN
Lanzado 20 Mar 2013












                  179 Calificaciones
                

";;Simulador;9,99 €;PS3;"
                4.67 GB
              ";
Port Royale 3 Pirates & Merchants Gold Edition;"
Paquete
Lanzado 28 Ago 2013












                  843 Calificaciones
                

";;Simulador;19,99 €;PS3;"
                4.67 GB
              ";
Precipice of Darkness: Episode One;HOTHEAD GAMES INC.;;Juegos de rol;9,99 €;PS3;;
Precipice of Darkness: Episode Two;HOTHEAD GAMES INC.;;Juegos de rol;9,99 €;PS3;;
Premier Manager®;Urbanscan Limited;;;8,99 €;PS3;;
Premier Manager® 2012;Urbanscan Limited;;Deportes;12,99 €;PS3;;
Prince of Persia;UBISOFT ENTERTAINMENT SA;"











                  1001 Calificaciones
                
";Puzzle;9,99 €;PS3;"
                5.29 GB
              ";
Prince of Persia Classic;UBISOFT ENTERTAINMENT SA;;Aventura;9,99 €;PS3;;
Prince of Persia: El alma del Guerrero;UBISOFT ENTERTAINMENT SA;;Aventura;9,99 €;PS3;"
                3.82 GB
              ";
Prince of Persia: Las Arenas del Tiempo;UBISOFT ENTERTAINMENT SA;;Aventura;9,99 €;PS3;"
                2.57 GB
              ";
Prince of Persia: Las dos Coronas;UBISOFT ENTERTAINMENT SA;;Aventura;9,99 €;PS3;"
                2.6 GB
              ";
Prince of Persia Trilogy;UBISOFT ENTERTAINMENT SA;;Aventura;14,99 €;PS3;"
                8.99 GB
              ";
Pro Evolution Soccer 2018;Konami;;Deportes;11,99 €;PS3;"
                8.4 GB
              ";
Pro Foosball™;Sony Interactive Entertainment Europe;;Deportes;4,99 €;PS3;;
PROTOTYPE;Activision Blizzard Int'l BV;;Acción;;PS3;"
                9.25 GB
              ";
Prototype® 2;Activision Blizzard Int'l BV;;;49,99 €;PS3;"
                12.18 GB
              ";
Prototype 2 Gold Edition;Activision Blizzard Int'l BV;;Acción;49,99 €;PS3;"
                12.19 GB
              ";
Psych Yourself;CREAT STUDIO INC;;Único;6,99 €;PS3;;
Puppeteer™;Sony Interactive Entertainment Europe;;;14,99 €;PS3;"
                10.31 GB
              ";
Pure Chess™;RIPSTONE LTD;;;5,99 €;PS3;;
Pure Chess® Complete Bundle (PS3);RIPSTONE LTD;;Estrategia;9,99 €;PS3;;
Pursuit Force™: Extreme Justice (ESN);Sony Interactive Entertainment Europe;;;7,99 €;PS3;"
                1.5 GB
              ";
Pursuit Force™ [PSP];Sony Interactive Entertainment Europe;;Acción;7,99 €;PS3, PS Vita;;
Puzzle Agent;Telltale Games;;Puzzle;9,99 €;PS3;;
Puzzle Bundle;GRIP DIGITAL S.R.O.;;Puzzle;9,99 €;PS3;;
Puzzle Chronicles;Konami;;Juegos de rol;7,99 €;PS3;;
Puzzle Dimension;DOCTOR ENTERTAINMENT AB;;Puzzle;2,49 €;PS3;;
Puzzle Fighter HD;CE EUROPE LIMITED;;Puzzle;9,99 €;PS3;;
Puzzlegeddon™;Koei Tecmo Europe Ltd;;;7,99 €;PS3;;
QUANTUM THEORY;Koei Tecmo Europe Ltd;;Shooter;29,99 €;PS3;"
                6.21 GB
              ";
Quiplash;"
Juego PSN
Lanzado 15 Sep 2015












                  1 Calificaciones
                

";;Grupo;7,99 €;PS3;;
Racket Sports;UBISOFT ENTERTAINMENT SA;;Deportes;9,99 €;PS3;"
                2.64 GB
              ";
Ragnarok Odyssey ACE;GUNGHO ONLINE ENTERTAINMENT AMERICA;;;29,99 €;PS3;"
                5.14 GB
              ";
Raiden IV: OverKill;UFO Interactive;;Shooter;15,99 €;PS3;;
rain™;Sony Interactive Entertainment Europe;;;12,99 €;PS3;"
                2.04 GB
              ";
Rainbow Moon Melodies;eastasiasoft;;;3,99 €;PS3;;
Rainbow Six® Complete Pack;UBISOFT ENTERTAINMENT SA;;Shooter;19,99 €;PS3;"
                17.94 GB
              ";
Ra.One: The Game;Sony Interactive Entertainment Europe;;Lucha;13,99 €;PS3;;
Ratchet & Clank™;Sony Interactive Entertainment Europe;;Acción;9,99 €;PS3;"
                3.21 GB
              ";
Ratchet & Clank™ 2;Sony Interactive Entertainment Europe;;Acción;9,99 €;PS3;"
                4.47 GB
              ";
Ratchet & Clank™ 2;Sony Interactive Entertainment Europe;;;9,99 €;PS3, PS Vita;"
                4.47 GB
              ";
Ratchet & Clank™ 3;Sony Interactive Entertainment Europe;;Acción;9,99 €;PS3;"
                5.21 GB
              ";
Ratchet & Clank™ 3;Sony Interactive Entertainment Europe;;;9,99 €;PS3, PS Vita;"
                5.21 GB
              ";
Ratchet & Clank™: Armados hasta los dientes;Sony Interactive Entertainment Europe;;;14,99 €;PS3;"
                15.77 GB
              ";
Ratchet & Clank™: Atrapados en el Tiempo;Sony Interactive Entertainment Europe;;;14,99 €;PS3;"
                18.57 GB
              ";
Ratchet & Clank™: En busca del tesoro;Sony Interactive Entertainment Europe;;Shooter;9,99 €;PS3;"
                3.11 GB
              ";
Ratchet & Clank™: Nexus (PS3);Sony Interactive Entertainment Europe;;;14,99 €;PS3;"
                11.2 GB
              ";
Ratchet & Clank™: QForce;Sony Interactive Entertainment Europe;;Aventura;14,99 €;PS3;"
                4.63 GB
              ";
Ratchet & Clank™: Todos para uno;Sony Interactive Entertainment Europe;;Acción;14,99 €;PS3;"
                15.86 GB
              ";
Ratchet™: Gladiator;Sony Interactive Entertainment Europe;;Aventura;14,99 €;PS3;"
                3.86 GB
              ";
RAYMAN 3 HD;UBISOFT ENTERTAINMENT SA;;;9,99 €;PS3;"
                1.63 GB
              ";
Rayman® Legends;UBISOFT ENTERTAINMENT SA;;;;PS3;;
Rayman Legends;UBISOFT ENTERTAINMENT SA;;Acción;19,99 €;PS3;"
                2.11 GB
              ";
Rayman Legends + Rayman Origins;UBISOFT ENTERTAINMENT SA;;Aventura;29,99 €;PS3;"
                3.53 GB
              ";
Rayman® Origins;UBISOFT ENTERTAINMENT SA;;Acción;0,49 €;PS3;"
                1.42 GB
              ";
RDR Pesadilla de No Muertos;Rockstar Games;;Shooter;14,99 €;PS3;"
                9.64 GB
              ";
Realms Of Ancient War;FOCUS HOME INTERACTIVE;;;2,99 €;PS3;;
Red Dead Redemption;Rockstar Games;;Shooter;0,25 €;PS3;"
                8.17 GB
              ";
Red Faction®: Battlegrounds™;THQ (UK) LTD;;Shooter;9,99 €;PS3;;
Red Faction: Guerrilla;THQ (UK) LTD;;Acción;19,99 €;PS3;"
                7.55 GB
              ";
Red Johnson's Chronicles - uno contra todos;ANUMAN INTERACTIVE SA;;;3,99 €;PS3;"
                2.69 GB
              ";
Remember Me;CE EUROPE LIMITED;;Aventura;14,99 €;PS3;"
                6.39 GB
              ";
Renegade Ops: edición completa;SEGA EUROPE LTD;;Acción;12,99 €;PS3;"
                3.18 GB
              ";
Resident Evil;CE EUROPE LIMITED;;Horror;19,99 €;PS3;"
                7.38 GB
              ";
Resident Evil 0;CE EUROPE LIMITED;;Horror;19,99 €;PS3;"
                3.9 GB
              ";
Resident Evil 4;CE EUROPE LIMITED;;Shooter;19,99 €;PS3;"
                3.25 GB
              ";
RESIDENT EVIL 5 GOLD EDITION ;CE EUROPE LIMITED;"











                  12207 Calificaciones
                
";Shooter;Gratis;PS3;"
                7.36 GB
              ";Plus exclusive
RESIDENT EVIL 6;CE EUROPE LIMITED;;Shooter;19,99 €;PS3;"
                9.84 GB
              ";
Resident Evil: Chronicles HD Collection;CE EUROPE LIMITED;;Shooter;26,99 €;PS3;"
                11.8 GB
              ";
Resident Evil Code Veronica X;CE EUROPE LIMITED;;Shooter;9,99 €;PS3;"
                4.59 GB
              ";
RESIDENT EVIL CODE: Veronica X;CE EUROPE LIMITED;;Shooter;19,99 €;PS3;"
                4.59 GB
              ";
Resident Evil: Deluxe Origins Bundle;CE EUROPE LIMITED;;Horror;39,99 €;PS3;"
                11.29 GB
              ";
Resident Evil Operation Raccoon City;CE EUROPE LIMITED;;Horror;12,99 €;PS3;"
                4.18 GB
              ";
Resident Evil™ Revelations;CE EUROPE LIMITED;;Horror;19,99 €;PS3;"
                11.27 GB
              ";
Resident Evil Revelations 2 Deluxe Edition;CE EUROPE LIMITED;;Horror;29,99 €;PS3;"
                8.14 GB
              ";
